objectid,parentid,admin_notes,title,creator,date,description,focused_movement,subject,people,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,WORKSPACE1,WORKSPACE2,WORKSPACE3,object_location,image_small,image_thumb,image_alt_text,,temp1,temp2,temp3
dg_1745938532,,Picture,"S&B: ""S.A.S.G. achieves compromise with trustees",Scarlet & Black; Jeff Raymond,1982-11-12,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745938532.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745938532.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745938532.jpg,,,,,
dg_1745938654,,,"S&B: ""Divestment issue still haunts college""",Scarlet & Black; Eric Green,1983-11-11,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745938654.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745938654.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745938654.jpg,,,,,
dg_1745938815,,,"S&B: ""Rock Against Repression""",Scarlet & Black; Owen Charles,1984-04-20,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745938815.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745938815.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745938815.jpg,,,,,
dg_1745938897,,,"S&B: ""An insider's view of South Africa""",Scarlet & Black; Leslie Ragan,1984-11-02,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745938897.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745938897.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745938897.jpg,,,,,
dg_1745939036,,picture,"S&B: ""Students demonstrate in support of College investments practices"" ",Scarlet & Black; Michael O'Neill; Scott Hildula,1985-02-05,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745939036.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745939036.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745939036.jpg,,,,,
dg_1745939156,,,"S&B: """"Counter-Protest"" was a misnomer""",Scarlet & Black; Ian McLean,1985-02-12,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745939156.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745939156.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745939156.jpg,,,,,
dg_1745939265,,,"S&B: ""History, Structure , and Current Activities of SEA""",Scarlet & Black; Members of Students to End Apartheid,1985-03-05,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745939265.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745939265.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745939265.jpg,,,,,
dg_1745939368,,,"S&B: ""SEA Takes more Direct Action""; ""A week with Apartheid""",Scarlet & Black; Ethan Cohen; Darrell Hall,1985-04-12,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745939368.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745939368.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745939368.jpg,,,,,
dg_1745939465,,,"S&B: ""Students debate apartheid""",Scarlet & Black; Jennifer Miller,1985-04-19,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745939465.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745939465.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745939465.jpg,,,,,
dg_1745939549,,,"S&B: ""SEA gives detailed divestment proposal to Trustees Today""",Scarlet & Black; Kenneth Forrester,1985-05-03,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745939549.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745939549.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745939549.jpg,,,,,
dg_1745939641,,,"S&B Ad: ""DID you sign the referendum against apartheid?""",Scarlet & Black,1985-05-03,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745939641.jpg,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745939641.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745939641.jpg,,,,,
dg_1745939788,,Picture,"S&B: ""Taking stock from the situation """,Scarlet & Black,1985-12-06,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745939788.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745939788.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745939788.jpg,,,,,
dg_1745941213,,,"S&B:""Trustees vote for South African divestment""",Scarlet & Black,1988-11-04,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745941213.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745941213.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745941213.jpg,,,,,
dg_1745941426,,Picutre,"S&B: ""Board divests stock holdings""",Scarlet & Black,1986-05-16,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745941426.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745941426.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745941426.jpg,,,,,
dg_1745941687,,,"New York Times: ""Grinnell College Plans to Sell Some South Africa Holdings""",New York Times,1985-05-05,,Divestment Takeover,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745941687.jpg,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745941687.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745941687.jpg,,,,,
dg_1745941904,,,"Wasington Post:""Campus Activism: The Qualitative Difference""","Washington Post, Colman McCarthy",1985-05-10,,Divestment Takeover,,,,,,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745941687.jpg,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745941687.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745941687.jpg,,,,,
dg_1745942802,,,Carin Bringelson '91 Oral History,,1991,Bringelson mentions being involved in the SEA,Divestment Takeover,,,,,,Grinnell College,,,,,,,audio,,,,,,,,,,,
dg_1745944323,,,"Bennett Bean, Ruth Gruenewald Skoglund, Larry Smucker, Jack Chapman, Curt Lamb, and Peter (Cohon) Coyote march in front of the White House. ",,1961,,Grinnell 14,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745944323.tif,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745944323.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745944323.jpg,,,,,
dg_1745949037,,,Grinnell 14 packing car,,1961,"Jack Chapman, one of 14 Grinnell students  going to Washington, D.C., to demonstrate against
the resumption of nuclear testing in the atmosphere by the United States, prepares for the long
journey Eastward. Looking on are Celia Chorosh, Mary Lou Beaman and Mary Mitchell. Page 38 1962 cyclone",Grinnell 14,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745944323.tif,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745944323.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745944323.jpg,,,,,
dg_1745951842,,Comic on page 2,"S&B: ""•Fourteen Students Demonstrate In Washington""; ""A Fast of Support""; ""Students Fast to Support 14""; ""Student Trip To Washington DC Discussed By Faculty, Students""; ""Rally For 'Students To Washington' Draws 300 To Women's Gym Last Friday; Motives Defended""",Scarlet & Black; Pete M. Miller; Nancy Pogel,1961-11-17,,Grinnell 14 ,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745951842.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745951842.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745951842.jpg,,,,,
dg_1745952608,,,"S&B: ""About the Demonstration""",Scarlet & Black,1960-05-06,Discusses the protest of the military ball ,Grinnell 14 ,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745952608.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745952608.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745952608.jpg,,,,,
dg_1745952674,,Picture,"S&B: ""Students Put On Anti-Mlitiary Demonstration""; ""Demonstrators Arouse Prof-Student Interest""",,1960-05-06,Discusses the protest of the military ball ,Grinnell 14 ,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745952674.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745952674.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745952674.jpg,,,,,
dg_1745953104,,Comic,"S&B: ""Universal Disarmament -- The Cure""",,1960-06-03,,Grinnell 14 ,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745953104.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745953104.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745953104.jpg,,,,,
dg_1745953616,,,"S&B: ""Study the History of Disarmament""",Scarlet & Black,1960-12-02,,Grinnell 14 ,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745953616.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745953616.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745953616.jpg,,,,,
dg_1745953686,,,"S&B: ""students to walk in peace parade""",,1961-04-14,,Grinnell 14 ,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745953686.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745953686.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745953686.jpg,,,,,
dg_1745953731,,,"S&B: ""Grinnell Students To Participate In Des Moines Peace Walk""",Scarlet & Black; Craig Henderson,1961-04-21,,Grinnell 14 ,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745953731.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745953731.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745953731.jpg,,,,,
dg_1745953903,,,"S&B: 'Senators Attend Special Meeting""; ",Scarlet & Black; Ruth Gruenewald,1961-11-03,,Grinnell 14 ,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745953903.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745953903.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745953903.jpg,,,,,
dg_1745954155,,,"S&B: ""Senate Passes 'No Test Plea'""; ""Thirteen Travelers""; ""Nuclear Issue Exploding""; ""Thirteen Students Will Journey To Capital For Three-Day Fast""",,1961-11-10,,Grinnell 14 ,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745954155.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745954155.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745954155.jpg,,,,,
dg_1745954516,,,"S&B: ""Eleven go to anti-test rally""; ""Two men travel to arms meeting""",,1962-02-16,,Grinnell 14 ,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745954516.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745954516.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745954516.jpg,,,,,
dg_1745954671,,,"S&B: ""'How wise was the Washington trip?'",,1962-02-23,,Grinnell 14 ,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745954671.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745954671.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745954671.jpg,,,,,
dg_1745954800,,,"S&B: ""Horwatt asks creation of arms studies division""",,1962-03-09,,Grinnell 14 ,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745954800.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745954800.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745954800.jpg,,,,,
dg_1745957241,p_AJ_1,Higher quality scan needed,Ann-Janine (AJ) Morey '73 with Kathy McLaughlin and Chris Kirmaier,,1973,Photo of Ann-Janine (AJ) Morey '73 (Left) with Kathy McLaughlin and Chris Kirmaier in front of the Forum,Anti-Vietnam war,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745957241.jpg,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745957241.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745957241.jpg,,,,,
dg_1745957778,,Higher quality scan needed,Fredricka A. Nelson '69,Grinnell College Cyclone,1969,From Cyclone '69 page 94. Nelson participanted in the Playboy Nude-In,Playboy Nude-in,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745957778.jpg,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745957778.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745957778.jpg,,,,,
dg_1745957851,,Higher quality scan needed,Molly Malcolm,Grinnell College Cyclone,1969,From Cyclone '69 page 93. Malcolm participanted in the Playboy Nude-In,Playboy Nude-in,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745957851.jpg,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745957851.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745957851.jpg,,,,,
dg_1745957974,,Higher quality scan needed,Kit Leder,Grinnell College Cyclone,1969,From Cyclone '69 page 91. Leder participanted in the Playboy Nude-In,Playboy Nude-in,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745957974.jpg,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745957974.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745957974.jpg,,,,,
dg_1745958050,,Higher quality scan needed,Jim Rudolph,Grinnell College Cyclone,1969,From Cyclone '69 page 97. Rudolph participanted in the Playboy Nude-In,Playboy Nude-in,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745958050.jpg,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745958050.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745958050.jpg,,,,,
dg_1745958196,,Higher quality scan needed,Rick Exner,Grinnell College Cyclone,1969,From Cyclone '69 page 83. Exner participanted in the Playboy Nude-In,Playboy Nude-in,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745958196.jpg,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745958196.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745958196.jpg,,,,,
dg_1745958418,,Higher quality scan needed,Playmeat of the month - '69 Cyclone,Grinnell College Cyclone,1969,"From the Cyclone '69, page 57. ",Playboy Nude-in,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745958418.jpg,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745958418.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745958418.jpg,,,,,
dg_1745958475,,Higher quality scan needed,Women's Liberation - '69 Cyclone,Grinnell College Cyclone,1969,"From the Cyclone '69, page 57",Playboy Nude-in,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745958475.jpg,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745958475.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745958475.jpg,,,,,
dg_1745959682,,Higher quality scan needed,Subpoenaed students waint in fire station during the hearing of the Playboy demostrators,,1969,"From the Cyclone '69, page 23. ",Playboy Nude-in,,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745959682.jpg,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745959682.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745959682.jpg,,,,,
dg_1745959681,,,"S&B: ""Faculty Hits Recent Iowa Senate Action",Scarlet & Black,1943-03-22,,Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745959681.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745959681.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745959681.jpg,,,,,
dg_1745960785,,,"S&B: ""Students Hear From Letters On Jap Problem""",Scarlet & Black,1943-05-19,,Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745960785.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745960785.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745960785.jpg,,,,,
dg_1745961044,,,"S&B:""Ted Lewis Attendant at Pennsylvania School""",,1944-09-01,"Talks about how"" George Haight, '39, who is working at the Student Relocation Center in San Francisco, helping to place Japanese-American students in colleges in the middle west",Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745961044.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745961044.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745961044.jpg,,,,,
dg_1745961576,,,"S&B: ""Japanese Students Expected Here""",,1942-05-05,,Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745961576.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745961576.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745961576.jpg,,,,,
dg_1745961776,,,"S&B: ""Coast Evacuees Arrive on Campus""",,1942-05-08,,Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745961776.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745961776.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745961776.jpg,,,,,
dg_1745961780,,,"S&B: ""Students Need Funds, Relief""",,1943-01-15,,Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745961780.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745961780.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745961780.jpg,,,,,
dg_1745962277,,,"S&B: ""Five Students Enter Grinnell This Semester",,1943-01-26,"Two Japanese-American' girls are expected to arrive within the next few days, Miss Gardner added. They are Gertrude Takayama of Hunt, Idaho, and Seattle, Wash., where she was a student at Garfield high school; and Ikuko Kuratomi, graduate of San Diego high school, and second semester transfer from the University of California",Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745962277.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745962277.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745962277.jpg,,,,,
dg_1745962374,,,"S&B: ""Action Taken By Students And Faculty""",,1943-03-19,,Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745962374.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745962374.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745962374.jpg,,,,,
dg_1745962422,,,"S&B: ""The Foe Within""",,1943-03-19,,Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745962422.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745962422.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745962422.jpg,,,,,
dg_1745962594,,,"S&B:""Government Comment on Findlay Memorial Received""",,1943-04-30,,Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745962594.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745962594.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745962594.jpg,,,,,
dg_1745962708,,,"S&B: ""Relocation Program May Lead To Integration of Minorities"" ",,1943-10-15,,Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745962708.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745962708.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745962708.jpg,,,,,
dg_1745963238,,,"S&B:""Barbara Takahashi Visits Parents in Cody, Wyoming"" ",,1942-11-25,,Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745963238.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745963238.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745963238.jpg,,,,,
dg_1745964811,,,"S&B: ""Reverend Daniel Ogata, A man whose country turned on him"" ","Scarlet & Black;  Richard Letchinger ",1980-09-05,,Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745964811.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745964811.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745964811.jpg,,,,,
,,,,,,,,,,,,,Grinnell College,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Grinnell College,,,,,,,,,,,,,,,,,,
